yahoo_ticker,sector,industry,quote_type,sector_source
UST,,,ETF,no_sector_in_info
USTB,,,ETF,no_sector_in_info
UTHR,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY,yfinance_info
UTX,,,NONE,no_sector_in_info
V,Financial Services,Credit Services,EQUITY,yfinance_info
VAL,Energy,Oil & Gas Drilling,EQUITY,yfinance_info
VALE,Basic Materials,Other Industrial Metals & Mining,EQUITY,yfinance_info
VALEP,,,EQUITY,no_sector_in_info
VAR,,,NONE,no_sector_in_info
VE,,,MUTUALFUND,no_sector_in_info
VECO,Technology,Semiconductor Equipment & Materials,EQUITY,yfinance_info
VEEV,Healthcare,Health Information Services,EQUITY,yfinance_info
VFC,Consumer Cyclical,Apparel Manufacturing,EQUITY,yfinance_info
VIA,Technology,Software - Application,EQUITY,yfinance_info
VIAB,,,NONE,no_sector_in_info
VICI,Real Estate,REIT - Diversified,EQUITY,yfinance_info
VIRT,Financial Services,Capital Markets,EQUITY,yfinance_info
VLO,Energy,Oil & Gas Refining & Marketing,EQUITY,yfinance_info
VLTO,Industrials,Pollution & Treatment Controls,EQUITY,yfinance_info
VMC,Basic Materials,Building Materials,EQUITY,yfinance_info
VMW,,,NONE,no_sector_in_info
VOD,Communication Services,Telecom Services,EQUITY,yfinance_info
VOYA,Financial Services,Financial Conglomerates,EQUITY,yfinance_info
VRSN,Technology,Software - Infrastructure,EQUITY,yfinance_info
VRTX,Healthcare,Biotechnology,EQUITY,yfinance_info
VRUS,Consumer Defensive,Food Distribution,EQUITY,yfinance_info
VRX,,,MUTUALFUND,no_sector_in_info
VST,Utilities,Utilities - Independent Power Producers,EQUITY,yfinance_info
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY,yfinance_info
VWDRY,Industrials,Specialty Industrial Machinery,EQUITY,yfinance_info
VWR,,,MUTUALFUND,no_sector_in_info
VZ,Communication Services,Telecom Services,EQUITY,yfinance_info
W,Consumer Cyclical,Internet Retail,EQUITY,yfinance_info
WAB,Industrials,Railroads,EQUITY,yfinance_info
WAG,,,MUTUALFUND,no_sector_in_info
WAT,Healthcare,Diagnostics & Research,EQUITY,yfinance_info
WB,Communication Services,Internet Content & Information,EQUITY,yfinance_info
WBA,,,,no_sector_in_info
WBC,,,NONE,no_sector_in_info
WBS,Financial Services,Banks - Regional,EQUITY,yfinance_info
WBST,,,MUTUALFUND,no_sector_in_info
WDAY,Technology,Software - Application,EQUITY,yfinance_info
WDC,Technology,Computer Hardware,EQUITY,yfinance_info
WDIG,,,ETF,no_sector_in_info
WEC,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
WEX,Technology,Software - Infrastructure,EQUITY,yfinance_info
WFC,Financial Services,Banks - Diversified,EQUITY,yfinance_info
WFM,,,MUTUALFUND,no_sector_in_info
WFMI,,,MUTUALFUND,no_sector_in_info
WFT,,,NONE,no_sector_in_info
WGO,Consumer Cyclical,Recreational Vehicles,EQUITY,yfinance_info
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY,yfinance_info
WIN,,,NONE,no_sector_in_info
WLL,,,NONE,no_sector_in_info
WLP,,,MUTUALFUND,no_sector_in_info
WM,Industrials,Waste Management,EQUITY,yfinance_info
WMB,Energy,Oil & Gas Midstream,EQUITY,yfinance_info
WMI,,,MUTUALFUND,no_sector_in_info
WMT,Consumer Defensive,Discount Stores,EQUITY,yfinance_info
WPI,,,MUTUALFUND,no_sector_in_info
WPPGY,,,MUTUALFUND,no_sector_in_info
WPX,,,NONE,no_sector_in_info
WR,,,ETF,no_sector_in_info
WRB,Financial Services,Insurance - Property & Casualty,EQUITY,yfinance_info
WSM,Consumer Cyclical,Specialty Retail,EQUITY,yfinance_info
WTI,Energy,Oil & Gas E&P,EQUITY,yfinance_info
WTW,Financial Services,Insurance Brokers,EQUITY,yfinance_info
WU,Financial Services,Credit Services,EQUITY,yfinance_info
WWAV,,,MUTUALFUND,no_sector_in_info
WWY,,,MUTUALFUND,no_sector_in_info
WWYWB,,,MUTUALFUND,no_sector_in_info
WY,Real Estate,REIT - Specialty,EQUITY,yfinance_info
WYE,,,MUTUALFUND,no_sector_in_info
WYNN,Consumer Cyclical,Resorts & Casinos,EQUITY,yfinance_info
X,,,NONE,no_sector_in_info
XEC,,,NONE,no_sector_in_info
XEL,Utilities,Utilities - Regulated Electric,EQUITY,yfinance_info
XL,,,NONE,no_sector_in_info
XLNX,,,NONE,no_sector_in_info
XMSR,,,MUTUALFUND,no_sector_in_info
XOM,Energy,Oil & Gas Integrated,EQUITY,yfinance_info
XRAY,Healthcare,Medical Instruments & Supplies,EQUITY,yfinance_info
XRX,Industrials,Business Equipment & Supplies,EQUITY,yfinance_info
XTO,,,MUTUALFUND,no_sector_in_info
Y,,,NONE,no_sector_in_info
YHOO,,,,no_sector_in_info
YUM,Consumer Cyclical,Restaurants,EQUITY,yfinance_info
Z,Communication Services,Internet Content & Information,EQUITY,yfinance_info
ZBH,Healthcare,Medical Devices,EQUITY,yfinance_info
ZBRA,Technology,Communication Equipment,EQUITY,yfinance_info
ZI,,,NONE,no_sector_in_info
ZION,Financial Services,Banks - Regional,EQUITY,yfinance_info
ZMH,,,MUTUALFUND,no_sector_in_info
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY,yfinance_info
ZURN,,,,no_sector_in_info
